file_name,plate_x,plate_z,sz_top,sz_bot,release_speed,effective_speed,release_spin_rate,release_pos_x,release_pos_y,release_pos_z,release_extension,pfx_x,pfx_z,stand,p_throws,pitch_class,zone
pitch103.mp4,-0.8,2.03,3.49,1.75,90.1,90.5,2188.0,-0.29,54.07,6.71,6.4,-0.17,1.52,L,R,strike,7.0
pitch106.mp4,0.19,1.92,3.63,1.65,95.5,96.6,2378.0,-1.59,53.6,6.21,6.9,-0.94,1.37,R,R,strike,8.0
pitch108.mp4,-0.44,1.96,3.46,1.65,94.5,96.5,2165.0,-1.67,53.12,5.49,7.4,-0.46,1.25,R,R,strike,7.0
pitch110.mp4,-1.07,2.6,3.23,1.48,94.3,94.1,2515.0,-2.76,54.29,5.82,6.2,-0.53,1.27,L,R,ball,11.0
pitch111.mp4,0.15,3.42,3.42,1.61,91.6,91.5,2280.0,-1.13,54.53,5.57,6.0,-0.44,1.23,R,R,strike,2.0
pitch116.mp4,-0.85,3.05,3.62,1.74,95.7,96.3,2196.0,-2.45,53.77,5.34,6.7,-1.15,0.99,L,R,ball,11.0
pitch117.mp4,-0.24,1.5,3.29,1.48,95.8,95.7,2128.0,1.63,54.28,6.14,6.2,0.51,1.37,R,L,strike,8.0
pitch118.mp4,-0.98,2.7,3.81,1.82,97.4,96.4,2540.0,1.03,54.46,6.3,6.0,1.03,1.61,R,L,ball,13.0
pitch119.mp4,-1.14,4.46,3.41,1.75,92.8,92.8,2058.0,1.0,54.14,6.26,6.4,0.98,1.33,R,L,ball,11.0
pitch121.mp4,-0.11,2.27,3.27,1.58,95.7,96.7,2241.0,2.66,53.39,5.35,7.1,0.51,1.55,L,L,strike,5.0
pitch122.mp4,0.22,3.81,3.13,1.5,93.6,94.0,2356.0,-1.27,54.15,5.6,6.3,-0.33,1.43,R,R,ball,12.0
pitch123.mp4,-0.82,2.96,3.21,1.52,93.0,92.8,2517.0,2.47,54.12,5.34,6.4,0.82,1.48,R,L,strike,1.0
pitch124.mp4,0.2,2.26,3.78,1.79,95.6,95.7,2557.0,-3.17,53.86,5.07,6.6,-0.67,1.41,L,R,strike,8.0
pitch127.mp4,0.73,0.39,3.33,1.57,94.2,95.6,2657.0,-1.45,53.13,6.14,7.4,0.03,1.64,R,R,ball,14.0
pitch129.mp4,0.33,1.92,3.44,1.72,95.9,97.1,2367.0,-2.93,53.62,5.4,6.9,-0.39,1.01,L,R,strike,9.0
pitch133.mp4,0.73,3.1,3.38,1.47,92.5,92.9,2162.0,-0.79,53.9,6.15,6.6,-0.57,1.55,R,R,strike,3.0
pitch134.mp4,0.93,1.83,3.4,1.55,91.6,93.2,2242.0,-1.17,53.29,5.79,7.2,-0.67,1.31,R,R,ball,14.0
pitch135.mp4,-0.24,2.71,3.49,1.71,97.4,97.3,2417.0,-2.2,54.09,6.12,6.4,-0.76,1.48,R,R,strike,5.0
pitch136.mp4,1.14,3.49,3.54,1.58,89.6,89.3,2096.0,2.04,54.32,5.58,6.2,0.73,1.39,R,L,ball,12.0
pitch137.mp4,-0.9,4.0,3.28,1.59,91.0,90.6,2163.0,-1.02,54.56,6.81,5.9,-0.4,1.6,L,R,ball,11.0
pitch138.mp4,1.63,0.91,3.21,1.45,98.3,98.5,2493.0,-1.93,54.34,5.23,6.2,-1.11,0.94,L,R,ball,14.0
pitch139.mp4,0.87,2.92,3.45,1.61,91.7,93.5,2340.0,-1.84,53.63,5.08,6.9,-0.27,0.85,R,R,ball,12.0
pitch140.mp4,-0.31,3.9,3.68,1.77,96.4,98.4,2457.0,-1.44,53.24,6.11,7.3,0.29,1.19,L,R,ball,11.0
pitch141.mp4,0.31,3.32,3.62,1.77,90.9,91.4,2067.0,1.15,53.98,6.18,6.5,1.03,1.57,R,L,strike,3.0
pitch142.mp4,-0.5,2.12,3.39,1.64,93.0,93.9,2170.0,2.12,53.49,6.25,7.0,0.82,1.43,R,L,strike,7.0
pitch143.mp4,-0.41,3.62,3.84,1.83,95.2,96.1,2266.0,-1.38,53.61,5.88,6.9,-0.15,1.43,R,R,strike,1.0
pitch144.mp4,0.42,1.36,3.42,1.62,94.8,95.8,2115.0,-1.33,53.67,5.49,6.8,-0.57,1.5,L,R,ball,14.0
pitch146.mp4,-1.19,1.39,3.47,1.67,92.8,92.4,2452.0,-2.28,54.17,5.38,6.3,-0.65,1.5,L,R,ball,13.0
pitch147.mp4,1.12,3.65,3.5,1.71,94.9,93.8,2477.0,-1.74,54.59,5.79,5.9,-0.43,1.63,L,R,ball,12.0
pitch149.mp4,-1.65,3.11,3.61,1.73,94.7,95.8,2290.0,-2.25,53.6,5.84,6.9,-0.9,1.24,L,R,ball,11.0
pitch150.mp4,0.56,3.38,3.32,1.63,97.0,97.7,2582.0,-1.99,53.98,5.48,6.5,-0.52,1.04,L,R,strike,3.0
pitch155.mp4,1.25,2.14,3.52,1.57,97.4,97.8,2522.0,-1.82,53.85,6.16,6.6,-0.8,1.41,R,R,ball,14.0
pitch158.mp4,-0.74,3.0,3.49,1.52,96.7,98.0,2398.0,1.77,53.49,6.12,7.0,0.42,1.53,L,L,strike,1.0
pitch161.mp4,0.48,3.48,3.45,1.71,94.1,95.5,1982.0,-1.72,53.86,5.44,6.6,-0.69,0.89,L,R,strike,3.0
pitch164.mp4,0.46,2.43,3.33,1.55,94.4,96.1,1960.0,-1.44,53.18,5.86,7.3,-0.51,1.12,R,R,strike,6.0
pitch165.mp4,-0.75,3.99,3.68,1.9,96.8,95.7,2277.0,-2.37,54.81,6.1,5.7,-0.69,1.29,L,R,ball,11.0
pitch167.mp4,0.75,3.05,3.48,1.73,93.6,92.7,2126.0,1.6,54.63,6.28,5.9,0.91,1.31,R,L,strike,3.0
pitch170.mp4,-0.13,3.1,3.33,1.54,88.6,90.3,2044.0,-1.57,53.26,5.37,7.2,-1.22,1.23,L,R,strike,2.0
pitch171.mp4,0.6,1.4,3.26,1.49,96.6,97.4,2032.0,-1.67,53.78,5.82,6.7,-0.67,1.51,R,R,strike,9.0
pitch172.mp4,0.61,2.54,3.12,1.33,94.4,94.9,2336.0,-1.17,53.7,6.57,6.8,-0.43,1.5,L,R,strike,6.0
pitch173.mp4,0.45,2.4,3.29,1.63,97.6,97.7,2338.0,-2.08,54.0,5.65,6.5,-0.74,1.28,R,R,strike,6.0
pitch174.mp4,-0.5,2.42,3.09,1.52,98.1,98.1,2195.0,-2.41,54.18,5.66,6.3,-0.92,1.19,L,R,strike,4.0
pitch175.mp4,0.68,3.85,3.53,1.62,92.5,92.8,2059.0,-0.94,53.88,5.91,6.6,-0.43,1.46,L,R,ball,12.0
pitch176.mp4,-0.8,3.5,3.73,1.79,93.2,93.4,2379.0,-0.59,53.95,5.72,6.6,-1.02,1.56,L,R,strike,1.0
pitch177.mp4,-0.57,2.97,3.99,1.84,95.7,95.2,2260.0,3.29,53.91,5.15,6.6,1.17,0.69,R,L,strike,4.0
pitch181.mp4,-0.4,1.87,3.48,1.64,97.8,98.6,2421.0,-0.38,53.75,6.83,6.7,-0.19,1.52,L,R,strike,7.0
pitch182.mp4,1.75,2.68,3.31,1.63,96.5,97.3,2332.0,-1.61,54.15,5.51,6.4,-0.02,0.91,R,R,ball,12.0
pitch183.mp4,1.68,2.82,3.51,1.68,95.7,95.5,2596.0,1.76,54.59,6.49,5.9,1.11,1.34,R,L,ball,12.0
pitch185.mp4,-0.76,2.12,3.38,1.57,93.7,94.3,2245.0,2.61,53.57,5.53,6.9,0.87,1.38,L,L,strike,7.0
pitch186.mp4,-0.08,3.57,3.15,1.36,93.6,93.0,2506.0,1.84,54.41,5.32,6.1,1.07,1.39,R,L,ball,11.0
pitch188.mp4,0.86,2.15,3.39,1.56,95.3,93.6,2399.0,-2.37,55.06,5.02,5.4,-1.05,1.1,R,R,ball,14.0
pitch190.mp4,0.89,2.72,3.45,1.71,95.6,94.2,2334.0,-2.3,54.58,5.82,5.9,-0.99,1.31,L,R,ball,12.0
pitch194.mp4,1.18,1.84,3.5,1.66,95.9,96.2,2430.0,-0.31,53.82,6.36,6.7,0.02,1.21,R,R,ball,14.0
pitch196.mp4,-0.79,3.19,3.35,1.55,95.2,95.5,2368.0,-1.5,54.06,5.57,6.4,-0.48,1.46,L,R,strike,1.0
pitch197.mp4,-1.4,5.34,3.38,1.57,95.8,96.6,2449.0,-0.62,53.79,6.44,6.7,-0.09,1.37,L,R,ball,11.0
pitch198.mp4,0.07,3.08,3.22,1.65,94.9,95.0,2447.0,-2.07,54.14,5.87,6.4,-0.74,1.32,L,R,strike,2.0
pitch199.mp4,-0.02,2.44,3.35,1.61,92.6,91.7,2511.0,0.92,54.49,6.54,6.0,1.08,1.54,R,L,strike,5.0
pitch200.mp4,1.12,1.11,3.49,1.74,96.2,96.8,2159.0,-1.52,53.82,5.83,6.7,-0.51,1.36,L,R,ball,14.0
pitch203.mp4,-0.37,1.85,3.55,1.65,96.1,97.5,2264.0,-1.61,53.48,6.27,7.0,-0.88,1.39,L,R,strike,7.0
pitch204.mp4,-0.42,4.1,3.44,1.6,96.4,97.3,2303.0,2.64,53.48,5.34,7.0,0.82,1.21,R,L,ball,11.0
pitch205.mp4,0.57,2.64,3.58,1.79,90.6,90.6,2011.0,0.93,54.13,6.31,6.4,1.13,1.36,R,L,strike,6.0
pitch208.mp4,1.83,1.61,3.5,1.65,93.2,92.8,2472.0,-2.14,54.15,5.74,6.4,-0.78,1.53,L,R,ball,14.0
pitch210.mp4,0.38,2.31,3.4,1.7,94.1,94.7,2105.0,-2.66,53.73,6.06,6.8,-0.75,1.18,L,R,strike,6.0
pitch212.mp4,-0.15,2.59,3.5,1.65,92.0,92.1,2141.0,1.48,54.11,5.63,6.4,0.52,1.36,R,L,strike,5.0
pitch215.mp4,-0.62,2.74,3.46,1.6,98.0,97.9,2533.0,-2.37,54.07,6.0,6.4,-0.78,1.62,L,R,strike,4.0
pitch220.mp4,-0.2,1.51,3.07,1.54,96.9,98.1,2352.0,-2.13,53.32,5.39,7.2,-0.68,1.34,L,R,strike,8.0
pitch227.mp4,-0.13,4.29,3.22,1.54,92.7,93.6,2183.0,-1.49,53.81,6.41,6.7,-0.13,1.33,R,R,ball,11.0
pitch230.mp4,-2.21,3.5,3.6,1.64,95.5,94.7,2249.0,-2.69,54.8,5.99,5.7,-0.64,1.22,L,R,ball,11.0
pitch231.mp4,-0.84,3.79,3.76,1.79,88.2,88.4,2146.0,4.09,53.85,4.45,6.7,0.99,0.9,R,L,ball,11.0
pitch233.mp4,-1.19,4.08,3.09,1.34,97.7,97.9,2198.0,-2.38,53.94,5.04,6.6,-1.17,1.0,L,R,ball,11.0
pitch234.mp4,-0.07,2.04,3.29,1.61,91.0,91.2,2159.0,1.76,53.83,4.81,6.7,1.31,0.68,L,L,strike,8.0
pitch235.mp4,0.7,2.9,3.4,1.64,93.8,94.3,2059.0,-2.33,53.73,6.2,6.8,-0.87,1.52,L,R,strike,3.0
pitch236.mp4,-1.09,6.93,3.31,1.51,93.7,94.1,2211.0,-2.43,53.97,5.85,6.5,-0.86,1.4,L,R,ball,11.0
pitch238.mp4,-1.08,2.98,3.53,1.71,90.4,90.3,2087.0,1.28,54.03,4.91,6.5,0.85,1.47,R,L,ball,11.0
pitch239.mp4,0.25,0.03,3.19,1.46,98.1,98.9,2309.0,-1.11,53.68,6.29,6.8,-0.52,1.55,L,R,ball,14.0
pitch240.mp4,-1.2,4.11,3.46,1.7,93.8,94.2,2220.0,1.01,54.02,5.99,6.5,-0.26,0.64,R,L,ball,11.0
pitch241.mp4,1.02,1.51,3.57,1.7,96.0,96.3,2188.0,-1.07,53.9,5.69,6.6,-0.33,1.54,R,R,ball,14.0
pitch243.mp4,0.36,6.41,3.44,1.43,90.4,90.1,2070.0,-0.18,54.41,7.0,6.1,-0.24,1.76,R,R,ball,12.0
pitch245.mp4,1.78,2.51,3.55,1.59,95.1,95.7,2334.0,-2.97,53.71,5.91,6.8,-0.25,1.61,R,R,ball,14.0
pitch247.mp4,-0.36,3.69,3.41,1.36,94.2,93.1,2300.0,-1.45,54.53,6.24,6.0,-0.72,1.46,L,R,ball,11.0
pitch249.mp4,0.68,4.33,3.27,1.54,93.4,95.0,2118.0,1.02,53.93,6.02,6.6,0.1,0.92,R,L,ball,12.0
pitch251.mp4,-0.73,3.32,3.32,1.56,91.3,91.5,1904.0,-0.55,54.38,6.4,6.1,-0.02,1.16,L,R,strike,1.0
pitch253.mp4,0.22,1.15,3.3,1.5,95.8,97.1,2372.0,2.21,53.39,6.21,7.1,0.85,1.5,R,L,ball,14.0
pitch255.mp4,-0.24,2.97,3.28,1.6,91.6,91.3,2412.0,0.64,54.1,5.84,6.4,0.51,1.89,L,L,strike,2.0
pitch256.mp4,0.5,3.58,3.47,1.72,92.2,92.6,2162.0,-2.41,53.55,4.51,6.9,-0.49,1.24,R,R,strike,3.0
pitch258.mp4,-0.33,2.23,3.29,1.53,93.4,92.5,2479.0,1.82,54.34,5.18,6.2,1.2,1.56,R,L,strike,4.0
pitch259.mp4,-0.96,3.39,3.55,1.67,94.1,94.1,2288.0,-2.11,54.12,5.56,6.4,-0.71,1.28,L,R,ball,11.0
pitch261.mp4,-0.47,2.62,3.59,1.8,96.4,96.1,2179.0,-2.12,54.17,5.98,6.3,-0.64,1.39,L,R,strike,4.0
pitch262.mp4,0.64,1.72,3.74,1.77,99.0,99.2,2394.0,-1.86,53.96,5.35,6.5,-0.79,1.4,R,R,strike,9.0
pitch265.mp4,-0.71,2.2,3.6,1.7,98.4,98.5,2410.0,-0.39,53.82,6.34,6.7,-0.28,1.55,L,R,strike,7.0
pitch267.mp4,0.0,1.37,3.47,1.7,90.1,90.4,2280.0,-1.65,53.64,6.48,6.9,-0.17,1.82,R,R,ball,14.0
pitch269.mp4,0.72,4.1,3.56,1.66,93.1,94.1,2191.0,-2.27,53.59,6.31,6.9,-0.87,1.41,R,R,ball,12.0
pitch272.mp4,0.21,3.02,3.67,1.76,91.6,91.3,2357.0,1.1,54.39,6.49,6.1,0.78,1.77,R,L,strike,5.0
pitch273.mp4,-1.3,2.29,3.37,1.7,92.9,92.1,2374.0,3.41,54.18,5.59,6.3,1.36,1.14,R,L,ball,13.0
pitch275.mp4,1.1,2.23,3.62,1.72,96.0,96.7,2405.0,-1.6,53.86,5.89,6.6,-0.74,1.51,R,R,ball,14.0
pitch277.mp4,0.2,3.69,3.74,1.81,93.2,93.1,2032.0,2.33,54.17,5.91,6.3,0.73,1.12,R,L,strike,2.0
pitch279.mp4,2.16,1.19,3.29,1.54,92.4,92.1,2502.0,-1.66,54.11,5.65,6.4,0.01,0.85,L,R,ball,14.0
pitch281.mp4,0.36,3.81,3.48,1.63,94.4,94.4,2239.0,-1.32,54.19,5.73,6.3,-0.41,1.55,R,R,ball,12.0
pitch283.mp4,0.8,2.62,3.33,1.64,95.0,94.8,2110.0,-1.52,54.21,6.04,6.3,-0.4,1.37,R,R,strike,6.0
pitch284.mp4,-0.73,2.33,3.73,1.8,90.2,90.3,2128.0,1.7,54.15,5.75,6.3,1.03,1.19,R,L,strike,7.0
pitch285.mp4,-0.41,1.13,3.43,1.69,94.2,95.0,2264.0,-2.85,53.7,5.76,6.8,-0.4,1.28,L,R,ball,13.0
pitch286.mp4,0.58,2.79,3.39,1.73,95.6,96.6,2517.0,-2.73,53.61,5.69,6.9,-0.29,1.49,R,R,strike,6.0
pitch287.mp4,1.17,2.91,3.55,1.56,96.0,94.5,2148.0,-2.19,55.17,5.24,5.3,-1.0,0.94,R,R,ball,12.0
pitch289.mp4,-0.48,1.68,3.15,1.57,92.9,93.4,2092.0,0.85,53.74,5.96,6.8,0.64,1.61,L,L,strike,7.0
pitch290.mp4,-0.67,2.2,3.54,1.77,92.9,93.6,2245.0,-1.6,53.69,6.07,6.8,-0.54,1.33,L,R,strike,7.0
pitch292.mp4,0.0,2.63,3.52,1.67,95.7,97.8,2326.0,-1.2,53.01,5.91,7.5,-0.4,1.49,L,R,strike,5.0
pitch293.mp4,1.43,3.82,3.46,1.66,96.4,96.5,2478.0,-2.02,54.1,5.77,6.4,-0.72,1.23,R,R,ball,12.0
pitch295.mp4,0.08,1.35,3.47,1.66,93.9,94.2,2519.0,-0.24,53.94,6.0,6.6,-0.15,1.45,L,R,ball,14.0
pitch296.mp4,0.44,1.66,3.47,1.64,95.0,95.3,2217.0,-1.1,53.54,5.54,7.0,-0.75,1.58,L,R,strike,9.0
pitch298.mp4,-0.8,2.29,3.15,1.48,96.6,97.4,2485.0,-1.72,53.66,5.49,6.8,-0.67,1.61,L,R,strike,4.0
pitch299.mp4,0.39,4.41,3.34,1.65,94.4,93.5,2265.0,-1.13,54.57,6.45,5.9,-0.43,1.39,R,R,ball,12.0
pitch300.mp4,-0.07,4.78,3.52,1.72,91.3,91.0,2500.0,2.34,54.38,5.6,6.1,0.77,1.66,R,L,ball,11.0
pitch301.mp4,0.13,2.76,3.12,1.35,94.8,95.3,2397.0,-2.21,53.78,5.67,6.7,-0.88,1.28,L,R,strike,2.0
pitch302.mp4,0.35,1.29,3.45,1.52,95.8,96.7,2336.0,1.99,53.53,5.67,7.0,0.45,1.56,R,L,ball,14.0
pitch304.mp4,-0.47,3.15,3.15,1.47,93.0,93.2,2224.0,-1.37,54.13,5.72,6.4,-0.42,1.22,L,R,strike,1.0
pitch305.mp4,-0.03,3.61,3.51,1.71,94.8,95.8,2401.0,-2.14,53.56,6.37,6.9,-0.53,1.32,R,R,strike,2.0
pitch306.mp4,-0.3,1.7,3.18,1.46,94.1,95.3,2366.0,-3.38,53.51,5.16,7.0,-0.44,1.37,L,R,strike,7.0
pitch308.mp4,-2.39,3.9,3.59,1.66,91.4,89.8,2332.0,-1.41,54.83,7.02,5.7,-0.64,1.85,L,R,ball,11.0
pitch309.mp4,0.81,1.75,3.49,1.54,91.3,92.2,1993.0,-1.89,53.54,4.97,7.0,-0.84,1.21,R,R,strike,9.0
pitch316.mp4,1.2,3.34,3.68,1.76,96.4,96.3,2361.0,1.98,54.36,6.25,6.1,0.84,1.38,R,L,ball,12.0
pitch318.mp4,0.91,3.02,3.8,1.87,90.2,89.0,2187.0,-1.02,54.58,6.9,5.9,-0.32,1.51,R,R,ball,12.0
pitch320.mp4,0.77,2.9,3.29,1.63,90.7,92.2,2369.0,-1.25,53.46,5.89,7.0,-0.8,1.49,L,R,strike,3.0
